"(S)-(+)-2-PHENYLBUTYRICACID99%,1G",4.0
*HICROMEEBSLAGARBASE,2.0
-40°CDEEPFREEZER,1.0
-86°CULTRA-LOWTEMPERATUREFREEZER(MINUS80CDEEPFREEZER),1.0
01KVAOFFLINEUPS,4.0
01KVAONLINEUPS,1.6666666666666667
06KVAISOLATION,1.0
"1""FILTERMPVAUTO",2.0
"1000ULFILTERTIP,RACK,STERILE,96TIPS/RACK",20.0
1000VA/700WISOLATION,1.8888888888888888
"1000µLPIPETTETIPS,STERILE,96PCS/RACK",30.0
1059,70.0
10KVAONLINEUPS,1.0
10LEADPATIENTCABLE(10LEADPATIENTCABLEFORECGRECORDERS),1.6666666666666667
10LEADPATIENTCABLEFORECGRECORDERS,4.846153846153846
12*50MLANGLEHEADWITHPOLYPROPYLENETUBES,1.0
16X15MLSWINGOUTHEADWITHGRADUA.GLASSTUBES,1.6666666666666667
1KVAONLINEUPS,1.6428571428571428
1_CHECGPAPERROLL50MMX20MM,133.2
"2-PROPANOLREAGACS,2.5L(ISOPROPYLALCOHOL)ISOPROPANOL,PROPYLALCOHOL",80.0
2000VA/1400WISOLATION,1.9333333333333333
2KVAONLINEUPS,1.7560975609756098
"3/4""TOPDISTRIBUTOR",2.0
36BUCKETSCENTRIFUGE(LABORATORYCENTRIFUGE),1.0
3KVAISOLATION,1.0
3KVAONLINEUPS,1.2
3LEADPATIENTCABLEFORCPMMONITORS,6.5
3M™PETRIFILM™E.COLI/COLIFORMCOUNTPLATES,2.0
3M™PETRIFILM™YEASTANDMOLDCOUNTPLATES,1.0
3PARTHEMATOLOGYANALYSER,3.0
3PARTHEMATOLOGYANALYZER(BC-30SAUTOHEMATOLOGYANALYSER),1.0
3_CHECGPAPERROLL63MMX20MM,50.0
4CHANNELCOAGULOMETER(M-4FOURCHANNELCOAGULATIONANALYSER),3.0
4PLACESWINGOUTHEADS,5.0
4PLACESWINGOUTHEADWITHSETOF4METALCARRIESWITHCAPACITYOF200MLWITHBIOSAFETYCAP,1.0
4PLACESWINGOUTROTOR,5.857142857142857
4placeswingoutrotor,10.0
"5-SULFOSALICYLICACID2H2O,REAGENTPLUS®,?99%,1KG[SYNONYM:2-HYDROXY-5-SULFOBENZOICACID]",4.0
"5-SULFOSALICYLICACIDDIHYDRATE,REAGENT",3.0
"5-SULPHOSALICYLICACIDDIHYDRATE,HI-LRTM,500G",10.0
5LEADPATIENTCABLEFORCAREWELLPATIENTMONITOR,4.0
5PARTHEMATOLOGYANALYZER,7.0
5SULPHOSALICYLICACIDDIHYDRATEAR500G,9.0
650LITERFUELTANKFORINCINERATOR,1.0
650VAUPS,22.0
6KVAISOLATION,1.0
6KVAONLINEUPS,1.0
7PARTAUTOMATEDHEMATOLOGYANALYZER,1.0
8.0MHZVASCULARPROBEFORCFD-20B,1.0
8414R11×40mL+R21×10mL,15.0
8x44FRPVESSEL,2.0
ABTROL,2.0
ABTROL-5MLX10VL,2.5
ABTROL5MLX10,0.967741935483871
ABTROL5MLX10VL,1.375
ABTROL981044,1.4
ABTROL981044-10x5ML,1.0
ABTROL98104410X5ML,1.5
ABTROL9810445MLX10VL,1.2857142857142858
ACIDPHOSPHATASE8x3ml,2.0
ACTIVATEDSAND,25.0
ADAKIT(400)(CE),1.0
ADAPTIONSETFORTUBESAXIOSCOPE,1.0
ADULTCHEST/BULBELECTRODEFORCAREWELL,1.0
ADULTCHEST/BULBELECTRODEFORCAREWELL06NOS,3.1666666666666665
ADULTLIMB/CLIPELECTRODEFORCAREWELL,1.0
ADULTLIMB/CLIPELECTRODEFORCAREWELL04NOS,5.857142857142857
ADULTNIBPCUFF25-35cm,8.0
ALANINEAMINOTRANSFERASEKITR14×35mL+R22×18mL,3.1538461538461537
ALANINEAMINOTRANSFERASER16×40mL+R22×32mL,3.118279569892473
ALBUMIN(BCG)6X60ML,1.105263157894737
ALBUMIN(BCG)8x20ML,1.901639344262295
ALBUMIN2X200ML,3.4367816091954024
ALBUMINKIT4*40ml,3.5
ALBUMINKIT4*40mlR4×40mL,1.9393939393939394
ALBUMINKITR6×60mL,2.375
ALBUMINMST(REPLACEDBY981927),1.7142857142857142
ALBUMINR6×40mL,1.9814814814814814
ALBUMINUCALIBRATOR,0.6875
ALBUMINUCONTROL,1.1111111111111112
ALBUMINUCONTROLHIGH2X2ML,1.2222222222222223
ALKALINECYANIDE50ML,2.0
ALKALINEPHOSPHATASE(OPTIMISEDGKC)8X30mL,4.209302325581396
ALKALINEPHOSPHATASE(OPTIMISEDGKC)8x30ML,1.0
ALKALINEPHOSPHATASEKITR14×35mL+R22×18mL,2.3214285714285716
ALKALINEPHOSPHATASEKITR1:6×58mL?R2:3×32mL,1.75
ALKALINEPHOSPHATASER16×40mL+R22×32mL,1.9827586206896552
ALP(IFCC)PLUS10X20ML,2.8085106382978724
ALP(IFCC)PLUS15x5ML,1.1875
ALPHA-AMYLASEKITR11×38mL+R21×10mL,1.4166666666666667
ALT/GPT(IFCC)7x50ML,2.8333333333333335
ALT/GPT(IFCC)8*20ML,3.3333333333333335
ALT/GPT(IFCC)SINGALVIAL20X10ML,1.5
ALT/GPT(IFCC.)SINGALVIAL20X10mL,7.394230769230769
ALT/GPT(IFCC.)SINGALVIAL5X10mL,4.0
ALT/TGPSINGLEVIAL8x30ML,10.352941176470589
ALTKITR1:6×57mL?R2:3×32mL,2.5588235294117645
"ALUMINIUMPOTASSIUMSULPHATEDODECAHYDRATE,500GHi-ARTM/ACS",6.0
ALUVER3100PCS,1.0
AMMONIACYANURATEP/P100PCS,1.0
AMMONIASALICYLATEP/PP/P100PCS,1.0
"AMMONIUMSULPHATE,EXTRAPURE,[SYNONYM:MASCAGNITE],500G",2.0
"AMPHOTERICINBEZYMICTMSTRIP(0.002-32MCG/ML),60ST",2.0
AMY0103?-AMYLASEKit(4*20ml+2*10ml)R14×20mL+R22×10mL,1.525
AMY0103?-AMYLASER14×20mL+R22×10mL,2.0
AMY0103?-AmylaseKit(4*20ml+2*10ml)R14×20mL+R22×10mL,9.0
"AMYLALCOHOL,?99%,FG,1KG[YNONYM:1-PENTANOL,N-AMYLALCOHOL]",5.0
AMYLASE(IFCC)12*20ML,1.1904761904761905
AMYLASE(IFCC)8*5ML,1.5476190476190477
AMYLASEKITR14×45mL+R24×12mL,1.0625
AMYLASEPNPG720X3ML,3.3125
ANALYTICALBALANCE,1.0
ANALYTICALBALANCEMODELPA423C,1.0
"ANIDULAFUNGINEZYMICTMSTRIP(0.002-32MCG/ML),120ST",1.0
ANTI-IGDE0.5ML(SM),2.0
ANTICOAG.K3EDTA–VOL.2ML-LAVENDER,30333.333333333332
ANTIHEPARANIZEDTUBES100PC/BOTTLE,10.0
ANTISTREPTOLYSINO*(C)llR12×40mL+R2;2×40mL+Calibrator;1×0.5mL,2.0
API20E,2.0
API20EREAGENTSKIT,1.0
API20NE,8.0
APICANDIDA,50.0
APINACL0.85%MEDIUM(5ML),1.0
APINACL0.85%MEDIUM2ML,1.0
APTTSA,2.3333333333333335
ASBOX:FIX-GAM-K-L,1.6666666666666667
ASBOX:KI-LI,3.0
ASCORBICACID,5.0
ASLOLATEX50TEST,20.0
ASPARTATEAMINOTRANSFERASEKIT4*35ML+2*18ML,3.5
ASPARTATEAMINOTRANSFERASEKIT4*35ML+2*18MLR14×35mL+R22×18mL,3.1384615384615384
ASPARTATEAMINOTRANSFERASER16×40mL+R22×32mL,3.0
ASPIRATORBOTTLE20L,1.0
AST-GN93TESTKIT20CARDS,2.066666666666667
AST-GP67TESTKIT20CARDS,2.25
AST-GP74TESTKIT20CARDS,1.0
AST-N280TESTKIT20CARDS,2.7777777777777777
AST-P62820CARDS,1.0
AST-ST0120CARDS,1.3333333333333333
AST-YS0720CARDS,1.5
AST/GOT(IFCC),3.6363636363636362
